Twitter for Android,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,02-15-2017 11:40:32,25838,104434,false,831830548565852160
Twitter for iPhone,Obamacare continues to fail. Humana to pull out in 2018. Will repeal replace &amp; save healthcare for ALL Americans. https://t.co/glWEQ0lNR4,02-14-2017 22:50:33,17872,87852,false,831636777110757377
Twitter for iPhone,'Remarks by President Trump at Signing of H.J. Resolution 41'https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br,02-14-2017 21:48:10,8503,46093,false,831621079747723264
Twitter for iPhone,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot,02-14-2017 20:21:59,11349,59006,false,831599387906301952
Twitter for Android,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,02-14-2017 14:28:54,26588,111318,false,831510532318429184
Twitter for iPhone,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4,02-14-2017 03:30:45,16252,90851,false,831344902990655489
Twitter for iPhone,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,02-14-2017 02:57:05,10918,63937,false,831336432073658368
Twitter for iPhone,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6,02-13-2017 18:50:57,15431,85397,false,831214091993751552
Twitter for iPhone,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,02-13-2017 16:59:06,13466,84754,false,831185943482793986
Twitter for iPhone,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,02-13-2017 15:53:08,11763,74360,false,831169341358014475
Twitter for Android,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,02-12-2017 22:19:05,25504,141359,false,830904083519242241
Twitter for iPhone,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,02-12-2017 15:41:55,16088,102935,false,830804130692268032
Twitter for Android,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,02-12-2017 13:23:18,15285,82264,false,830769247185952772
Twitter for Android,After two days of very productive talks Prime Minister Abe is heading back to Japan. L,02-12-2017 13:04:49,13121,82736,false,830764596235485188
Twitter for Android,While on FAKE NEWS @CNN Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!,02-12-2017 12:14:16,25000,113074,false,830751875578355713
Twitter for Android,72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA IRAQ SOMALIA IRAN SUDAN LIBYA &amp; YEMEN,02-12-2017 11:55:10,22544,80492,false,830747067379232769
Twitter for Android,The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members drug dealers &amp; others are being removed!,02-12-2017 11:34:45,29437,148471,false,830741932099960834
Twitter for iPhone,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,02-12-2017 05:02:01,14676,62151,false,830643095150657536
Twitter for iPhone,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,02-12-2017 03:23:13,4810,0,true,830618234726543360
Twitter for Android,A working dinner tonight with Prime Minister Abe of Japan and his representatives at the Winter White House (Mar-a-Lago). Very good talks!,02-11-2017 23:24:08,13843,97579,false,830558065715998726
Twitter for iPhone,Played golf today with Prime Minister Abe of Japan and @TheBig_Easy Ernie Els and had a great time. Japan is very well represented!,02-11-2017 23:15:34,13298,84098,false,830555911559249926
Twitter for Android,Playef golf today with Prime Minister Abe of Japan and @TheBig_Easy Ernie Els and had a great time. Japan is very well represented!,02-11-2017 23:07:52,8,1,false,830553970225590277
Twitter for Android,I am so proud of my daughter Ivanka. To be abused and treated so badly by the media and to still hold her head so high is truly wonderful!,02-11-2017 23:00:21,28439,207438,false,830552079240409089
Twitter for iPhone,Having a great time hosting Prime Minister Shinzo Abe in the United States! https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9,02-11-2017 18:28:31,16879,92194,false,830483672096768001
Twitter for Android,Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach Fla. They are a wonderful couple!,02-11-2017 13:33:53,16875,120072,false,830409522397184000
Twitter for Android,...design or negotiations yet. When I do just like with the F-35 FighterJet or the Air Force One Program price will come WAY DOWN!,02-11-2017 13:24:32,12905,83752,false,830407172747988992
Twitter for Android,I am reading that the great border WALL will cost more than the government originally thought but I have not gotten involved in the.....,02-11-2017 13:18:43,14024,77068,false,830405706255912960
Twitter for Android,Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!,02-11-2017 12:12:51,23082,101179,false,830389130311921667
Twitter for iPhone,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzō earlier today. https://t.co/4JFhyYdeHO,02-10-2017 23:24:51,40351,160212,false,830195857530183684
Twitter for Android,The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!,02-10-2017 13:35:50,23732,106953,false,830047626414477312
Twitter for Android,LAWFARE: ""Remarkably in the entire opinion the panel did not bother even to cite this (the) statute."" A disgraceful decision!,02-10-2017 13:15:27,17556,89202,false,830042498806460417
Twitter for Android,SEE YOU IN COURT THE SECURITY OF OUR NATION IS AT STAKE!,02-09-2017 23:35:49,67448,237614,false,829836231802515457
Twitter for iPhone,Join us live in the Oval Office for the swearing in of our new Attorney General @SenatorSessions!LIVE:… https://t.co/QeW6vjog4A,02-09-2017 15:58:01,10756,71140,false,829721019720015872
Twitter for Android,..Ryan died on a winning mission ( according to General Mattis) not a ""failure."" Time for the U.S. to get smart and start winning again!,02-09-2017 13:52:31,14900,91185,false,829689436279603206
Twitter for Android,...long he doesn't know how to win anymore just look at the mess our country is in - bogged down in conflict all over the place. Our hero..,02-09-2017 13:31:59,11801,67986,false,829684271812067328
Twitter for Android,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,02-09-2017 13:26:07,15800,85781,false,829682794951475200
Twitter for Android,Chris Cuomo in his interview with Sen. Blumenthal never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!,02-09-2017 13:19:08,14894,73700,false,829681034564341760
Twitter for Android,Sen.Richard Blumenthal who never fought in Vietnam when he said for years he had (major lie)now misrepresents what Judge Gorsuch told him?,02-09-2017 11:57:59,19352,84674,false,829660612452036608
Twitter for iPhone,Congratulations to our new Attorney General @SenatorSessions! https://t.co/e0buP1K83z,02-09-2017 01:05:53,32534,163235,false,829496507841789952
Twitter for iPhone,'Trump administration seen as more truthful than news media'https://t.co/6LmsR5JOSW,02-08-2017 22:07:18,17626,87896,false,829451566000242688
Twitter for iPhone,'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10000 people in 10 countries...https://t.co/KWsIWhtC9o,02-08-2017 21:46:14,21885,83029,false,829446266111287305
Twitter for iPhone,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,02-08-2017 19:39:51,30541,123007,false,829414457126313986
Twitter for iPhone,Thank you Brian Krzanich CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!… https://t.co/oicfDsPKHQ,02-08-2017 19:22:33,22030,97758,false,829410107406614534
Twitter for Android,Big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be EASY D!,02-08-2017 17:41:09,17539,88547,false,829384587482656768
Twitter for iPhone,'16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc,02-08-2017 15:54:01,19076,64126,false,829357626798530561
Twitter for iPhone,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,02-08-2017 15:51:01,27189,142427,false,829356871848951809
Twitter for iPhone,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the… https://t.co/Lysnv8ZR1h,02-08-2017 15:23:29,16188,90091,false,829349943613734912
Twitter for Android,I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible dangerous and wrong decision.......,02-08-2017 13:04:47,10807,74978,false,829315036329963521
Twitter for Android,If the U.S. does not win this case as it so obviously should we can never have the security and safety to which we are entitled. Politics!,02-08-2017 12:03:18,22277,114959,false,829299566344359936
Twitter for Android,It is a disgrace that my full Cabinet is still not in place the longest such delay in the history of our country. Obstruction by Democrats!,02-08-2017 01:04:00,36410,157210,false,829133645055135750
Twitter for iPhone,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serv… https://t.co/1LkhbCNh8L,02-07-2017 16:25:13,18399,108216,false,829003091735359488
Twitter for iPhone,I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1 in terror no problem!,02-07-2017 12:11:29,50474,188271,false,828939235499638784
Twitter for Android,I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1in terror no problem!,02-07-2017 12:04:01,2,2,false,828937357147635713
Twitter for Android,The threat from radical Islamic terrorism is very real just look at what is happening in Europe and the Middle-East. Courts must act fast!,02-07-2017 02:49:28,32538,145673,false,828797801630937089
Twitter for Android,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,02-07-2017 02:33:55,16419,91894,false,828793887275761665
Twitter for iPhone,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR,02-06-2017 23:33:52,8058,53603,false,828748574255091714
Twitter for Android,The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years and now are making up stories &amp; sources!,02-06-2017 16:32:24,19275,96642,false,828642511698669569
Twitter for Android,Will be interviewed on @oreillyfactor tonight at 8:00 P.M.,02-06-2017 16:27:45,6,18,false,828641340313460736
Twitter for Android,I call my own shots largely based on an accumulation of data and everyone knows it. Some FAKE NEWS media in order to marginalize lies!,02-06-2017 12:07:55,23963,125344,false,828575949268606977
Twitter for Android,Any negative polls are fake news just like the CNN ABC NBC polls in the election. Sorry people want border security and extreme vetting.,02-06-2017 12:01:53,36259,161819,false,828574430800539648
Twitter for Android,What an amazing comeback and win by the Patriots. Tom Brady Bob Kraft and Coach B are total winners. Wow!,02-06-2017 03:36:54,72934,267584,false,828447350200926212
Twitter for Android,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,02-05-2017 22:49:42,36535,185073,false,828375073006444544
Twitter for Android,I will be interviewed by @oreillyfactor at 4:00 P.M. (prior to the #SuperBowl Pre-game Show) on Fox Network. Enjoy!,02-05-2017 20:47:25,147,541,false,828344301381939200
Twitter for Android,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,02-05-2017 20:42:33,28490,147041,false,828343072840900610
Twitter for Android,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,02-05-2017 20:39:05,29114,138219,false,828342202174668800
Twitter for Android,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,02-05-2017 00:48:12,28096,129523,false,828042506851934209
Twitter for Android,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,02-05-2017 00:34:50,11343,70877,false,828039143318024194
Twitter for Android,Why aren't the lawyers looking at and using the Federal Court decision in Boston which is at conflict with ridiculous lift ban decision?,02-04-2017 23:37:59,17863,97489,false,828024835670413312
Twitter for Android,Because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country. A terrible decision,02-04-2017 21:44:49,29446,136941,false,827996357252243456
Twitter for Android,What is our country coming to when a judge can halt a Homeland Security travel ban and anyone even with bad intentions can come into U.S.?,02-04-2017 20:44:07,33272,148698,false,827981079042805761
Twitter for Android,MAKE AMERICA GREAT AGAIN!,02-04-2017 14:26:10,66140,255896,false,827885966509604865
Twitter for Android,After being forced to apologize for its bad and inaccurate coverage of me after winning the election the FAKE NEWS @nytimes is still lost!,02-04-2017 13:39:27,17438,102747,false,827874208021639168
Twitter for Android,The opinion of this so-called judge which essentially takes law-enforcement away from our country is ridiculous and will be overturned!,02-04-2017 13:12:02,33518,159207,false,827867311054974976
Twitter for Android,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death &amp; destruction!,02-04-2017 13:06:39,28311,139881,false,827865957750161408
Twitter for Android,When a country is no longer able to say who can and who cannot  come in &amp; out especially for reasons of safety &amp;.security - big trouble!,02-04-2017 12:59:35,38069,175399,false,827864176043376640
Twitter for Android,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,02-04-2017 03:07:47,27046,154637,false,827715246135574530
Twitter for Android,We must keep ""evil"" out of our country!,02-03-2017 23:08:38,44904,204985,false,827655062835052544
Twitter for Android,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,02-03-2017 12:51:58,41566,163923,false,827499871011819520
Twitter for Android,Professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!,02-03-2017 11:48:16,42421,172191,false,827483841589891073
Twitter for Android,Meeting with biggest business leaders this morning. Good jobs are coming back to U.S. health care and tax bills are being crafted NOW!,02-03-2017 11:41:11,19308,125846,false,827482059438432260
Twitter for Android,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,02-03-2017 11:34:32,32508,148912,false,827480386120929280
Twitter for Android,Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!,02-03-2017 11:28:02,64118,173210,false,827478751931924480
Twitter for Android,Yes Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!,02-03-2017 11:24:51,23451,117196,false,827477947154063361
Twitter for iPhone,Thank you @Samsung! We would love to have you! https://t.co/r5nxC9oOA4,02-02-2017 17:29:16,26161,125661,false,827207267632164868
Twitter for Android,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,02-02-2017 11:39:49,24173,97481,false,827119326880813056
Twitter for Android,Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,02-02-2017 11:34:36,39629,121480,false,827118012784373760
Twitter for Android,Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,02-02-2017 11:25:40,16711,123763,false,827115768202534913
Twitter for Android,Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,02-02-2017 11:18:21,15883,115116,false,827113926517194757
Twitter for Android,If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,02-02-2017 11:13:13,60266,213655,false,827112633224544256
Twitter for Android,Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,02-02-2017 03:55:49,37373,152041,false,827002559122567168
Twitter for Android,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,02-02-2017 03:06:14,20915,93611,false,826990079738540033
Twitter for Android,Everybody is arguing whether or not it is a BAN. Call it what you want it is about keeping bad people (with bad intentions) out of country!,02-01-2017 12:50:16,60583,252382,false,826774668245946368
Twitter for Android,Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man respected by all.,02-01-2017 03:45:26,34238,250940,false,826637556787838976
Twitter for iPhone,Join me live from the @WhiteHouse.https://t.co/LHOs4nAaGl,02-01-2017 01:01:03,6621,53239,false,826596187453153281
Twitter for Android,Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,02-01-2017 00:31:08,16427,103201,false,826588658304217088
Twitter for Android,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,01-31-2017 11:27:02,38848,179221,false,826391334248407040
Twitter for Android,Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,01-31-2017 11:21:52,31063,152518,false,826390034693623809
Twitter for Android,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,01-31-2017 00:45:50,27841,127361,false,826229971584708608
Twitter for iPhone,The American dream is back. We’re going to create an environment for small business like we haven’t had in many ma… https://t.co/Bh7SrNEgz1,01-30-2017 21:07:52,34595,176861,false,826175120238604288
Twitter for iPhone,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,01-30-2017 14:23:49,32607,163273,false,826073437735100418
Twitter for Android,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),01-30-2017 13:43:25,24983,127061,false,826063267760046080
Twitter for Android,If the ban were announced with a one week notice the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!,01-30-2017 13:31:00,35502,171722,false,826060143825666051
Twitter for Android,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,01-30-2017 12:27:05,34992,173239,false,826044059647107073
Twitter for Android,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,01-30-2017 12:20:49,24007,133963,false,826042483155013632
Twitter for Android,Only 109 people out of 325000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage.....,01-30-2017 12:16:30,30965,130943,false,826041397232943104
Twitter for iPhone,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,01-29-2017 23:39:53,11097,67714,false,825850987348914184
Twitter for iPhone,Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/f6JO60I0Ul,01-29-2017 23:28:50,16894,69207,false,825848204633731074
Twitter for Android,...Senators should focus their energies on ISIS illegal immigration and border security instead of always looking to start World War III.,01-29-2017 21:49:32,42371,170039,false,825823217025691648
Twitter for Android,The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...,01-29-2017 21:45:58,23764,107416,false,825822320128303110
Twitter for Android,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,01-29-2017 15:03:58,59432,223856,false,825721153142521858
Twitter for Android,Our country needs strong borders and extreme vetting NOW. Look what is happening all over Europe and indeed the world - a horrible mess!,01-29-2017 13:08:18,50439,218717,false,825692045532618753
Twitter for Android,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,01-29-2017 13:00:32,22256,111984,false,825690087857995776
Twitter for iPhone,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,01-28-2017 22:50:06,305,1300,false,825476070946328584
Twitter for iPhone,Today we remember the crew of the Space Shuttle Challenger 31 years later. #NeverForget https://t.co/OhshQsFRfl,01-28-2017 15:42:58,32623,170093,false,825368580325773312
Twitter for Android,...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course and never will. DISHONEST,01-28-2017 13:16:17,15990,105413,false,825331665509691393
Twitter for Android,Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....,01-28-2017 13:08:42,13676,79522,false,825329757646618624
Twitter for Android,The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries then the general election. FAKE NEWS!,01-28-2017 13:04:58,20740,109402,false,825328817833123840
Twitter for iPhone,I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X,01-27-2017 23:46:22,28954,149205,false,825127844066054144
Twitter for iPhone,Congratulations Secretary Mattis! https://t.co/mkuhbegzqS,01-27-2017 22:00:47,19030,111729,false,825101272982355968
Twitter for iPhone,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,01-27-2017 20:20:15,10718,57833,false,825075972659613696
Twitter for iPhone,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4,01-27-2017 16:30:29,16032,88516,false,825018149397463040
Twitter for iPhone,The #MarchForLife is so important. To all of you marching --- you have my full support!,01-27-2017 16:27:02,45457,184954,false,825017279209410561
Twitter for Android,Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change NOW!,01-27-2017 13:19:10,30604,160660,false,824970003153842176
Twitter for Android,Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3000000 votes were illegal. We must do better!,01-27-2017 13:12:52,17319,88640,false,824968416486387713
Twitter for iPhone,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM,01-26-2017 23:53:37,24835,112620,false,824767281146245120
Twitter for iPhone,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,01-26-2017 23:45:28,10658,73559,false,824765229527605248
Twitter for iPhone,Spoke at the Congressional @GOP Retreat in Philadelphia PA. this afternoon w/ @VP @SenateMajLdr @SpeakerRyan. Th… https://t.co/ALSADGrwoe,01-26-2017 19:21:17,11365,72438,false,824698743630995457
Twitter for iPhone,Spoke at the Congressional @GOP Retreat in Philadelphia PA. this afternoon w/ @VP @SenMajLeader @SpeakerRyan. Th… https://t.co/s4sTbSyBSR,01-26-2017 19:15:44,9,9,false,824697349335293952
Twitter for Android,of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall then it would be better to cancel the upcoming meeting.,01-26-2017 13:55:03,28106,115631,false,824616644370714627
Twitter for Android,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,01-26-2017 13:51:46,25881,106893,false,824615820391305216
Twitter for Android,Ungrateful TRAITOR Chelsea Manning who should never have been released from prison is now calling President Obama a weak leader. Terrible!,01-26-2017 11:04:24,28033,128497,false,824573698774601729
Twitter for Android,Interview with David Muir of @ABC News in 10 minutes. Enjoy!,01-26-2017 02:48:25,6517,53811,false,824448880993509376
