"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"4623735",-122.258494451,37.864843038,2010,"0103","0","3","4","03",0,1,"A",,,,,,1800,2,"C","C","A","TELEGRAPH AV","DWIGHT WY",100,"S","N","2010-12-21",103,"2010-02-10",1529,"37","36","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623740",-122.290712428,37.864724365,2010,"0103","0","1","4","09",0,2,"B",,,,,,2100,2,"D","D","A","RT 123","BANCROFT WY",0,,"Y","2011-03-16",103,"2010-02-01",1911,"94","31","5","6","0","0",,"0","014","-","Y","ALA",4,123,"-","-",2.83,"I","5","N","Y",2,"A","-",21802,"A","N","A","H","-","C","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623743",-122.269318902,37.879482867,2010,"0103","0","3","4","03",0,1,"B",,,,,,1500,2,"C","C","A","SHATTUCK AV","VINE ST",264,"S","N","2010-12-21",103,"2010-02-10",1234,"57","17","5","6","0","0",,"0","001","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623747",-122.238206949,37.855189689,2010,"0103","0","6","3","09",0,1,"A",,,"Y",,,1200,2,"D","C","A","RT 13","ALVARADO RD",0,,"Y","2011-03-24",103,"2010-02-13",1035,"47","38","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",10.4,"I","5","N","Y",2,"A","-",21801,"A","N","A","H","-","-","D","0","Y","A","01",0,1,0,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623748",-122.267473151,37.863955005,2010,"0103","0","5","4","12",0,1,"A",,,,,,1500,2,"D","C","A","SHATTUCK AV","DWIGHT WY",0,,"Y","2010-12-21",103,"2010-02-05",1220,"37","29","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623751",-122.279800933,37.84761691,2010,"0103","0","6","3","01",0,1,"A",,,,,"Y",300,2,"B","E","A","ALCATRAZ AV","BAKER ST",58,"W","N","2010-12-21",103,"2010-02-13",157,"119","40","5","6","0","0",,"0","013","-","N",,,0,,,0,,,,"Y",6,"A","-",23152,,"N","A","H","-","D","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623761",-122.287583154,37.869745005,2010,"0103","0","2","4","10",0,1,"A","Y",,,,,900,2,"G","B","B","UNIVERSITY AV","BONAR ST",0,,"Y","2010-12-21",103,"2010-02-09",740,"37","22","5","6","0","0",,"0","018","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","08",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623762",-122.253913149,37.865725007,2010,"0103","0","2","3","08",0,1,"A",,"Y",,,,1200,2,"B","G","A","COLLEGE AV","DWIGHT WY",0,,"Y","2010-12-22",103,"2010-02-16",1059,"5","37","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"N",2,"A","-",22100,"B","N","A","H","-","A","A","0","Y","A",,0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623763",-122.295014533,37.877631683,2010,"0103","0","1","4","09",0,2,"A",,,,,,900,2,"D","D","A","RT 123","PAGE ST",0,,"Y","2011-03-07",103,"2010-02-22",752,"83","21","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.77,"I","5","S","Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623767",-122.273070654,37.85406613,2010,"0103","0","3","4","03",0,1,"C",,,,,,300,2,"D","C","A","ASHBY AV","ELLIS ST",126,"E","N","2011-03-24",103,"2010-02-24",135,"155","42","5","6","0","0",,"0","011","-","Y","ALA",4,13,"-","-",12.42,"H","-","N","Y",2,"A","-",22350,,"N","B","-","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623770",-122.301383158,37.879375004,2010,"0103","0","7","4","03",0,1,"A",,,,,,2400,2,"C","C","A","GILMAN ST","6TH ST",0,,"Y","2010-12-22",103,"2010-02-28",2244,"124","20","5","6","0","0",,"0","017","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623774",-122.268685569,37.871142754,2010,"0103","0","7","4","21",0,1,"A","Y",,,,,1500,2,"G","B","E","ADDISON ST","SHATTUCK AV",100,"W","N","2010-12-24",103,"2010-02-28",1355,"126","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"N",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623775",0,0,2010,"0103","0","2","2","21",0,1,"C","Y",,,,,1500,2,"C","B","F","4TH ST","DELAWARE ST",42,"N","N","2010-12-21",103,"2010-02-23",1212,"57","20","5","6","0","0",,"0","016","-","N",,,0,,,0,,,,"N",2,"A","-",22106,,"N","B","H","-","A","D","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623777",-122.25184315,37.866815007,2010,"0103","0","1","4","08",0,1,"B",,,,,,1200,2,"B","C","A","PIEDMONT AV","HASTE ST",0,,"Y","2010-12-22",103,"2010-02-08",948,"32","27","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"Y",5,"A","-",22107,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623779",-122.276573155,37.888875007,2010,"0103","0","2","3","09",0,1,"B",,,,,,1200,2,"A","C","A","THE ALAMEDA","MARIN AV",0,,"Y","2010-12-21",103,"2010-02-23",1007,"37","12","5","6","0","0",,"0","001","-","N",,,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623782",-122.266958801,37.858564249,2010,"0103","0","6","4","12",0,1,"A",,"Y",,,,2400,2,"D","G","A","SHATTUCK AV","STUART ST",18,"W","N","2010-12-21",103,"2010-02-27",2303,"106","35","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"N",2,"A","-",22450,,"N","A","H","-","C","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623786",-122.285628765,37.861609472,2010,"0103","0","6","4","03",0,1,"B",,,,,,2400,2,"E","I","A","DWIGHT WY","MABEL ST",31,"W","N","2011-02-25",103,"2010-02-27",2209,"2","31","5","6","0","0",,"0","014","-","N",,,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623789",-122.258611411,37.864065005,2010,"0103","0","6","4","17",0,1,"A",,"Y",,,,1800,2,"C","A","A","TELEGRAPH AV","BLAKE ST",44,"S","N","2010-12-22",103,"2010-02-06",1621,"118","36","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",3,"A","-",22517,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623790",-122.270623153,37.869985005,2010,"0103","0","4","4","03",0,1,"A",,,,,,1500,2,"E","I","A","MILVIA ST","CENTER ST",0,,"Y","2010-12-21",103,"2010-02-18",1400,"134","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623793",-122.258655956,37.86377228,2010,"0103","0","5","4","17",0,1,"A",,"Y",,,,1500,2,"E","G","A","TELEGRAPH AV","PARKER ST",186,"N","N","2010-12-21",103,"2010-02-05",1255,"10-7873","36","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","D","0","Y","D","23",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623801",-122.289363651,37.860001701,2010,"0103","0","7","3","10",0,1,"B","Y",,,,,1800,2,"G","B","B","RT 123","BLAKE ST",0,,"Y","2011-03-16",103,"2010-02-28",1549,"29","32","5","6","0","0",,"0","015","-","Y","ALA",4,123,"-","-",2.5,"H","-","S","N",2,"A","-",21950,"A","N","B","-","-","A","A","0","Y","D","22",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623802",-122.290303154,37.855745003,2010,"0103","0","2","4","12",0,1,"A",,"Y",,,,2100,2,"D","G","A","9TH ST","GRAYSON ST",0,,"Y","2010-12-22",103,"2010-02-16",1845,"56","20","5","6","0","0",,"0","015","-","N",,,0,,,0,,,,"N",2,"A","-",22450,,"N","A","H","-","C","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623805",-122.25315741,37.857929549,2010,"0103","0","5","3","21",0,1,"C",,"Y",,,,1800,2,"B","G","A","COLLEGE AV","RUSSELL ST",199,"S","N","2010-12-21",103,"2010-02-26",1505,"47","37","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"N",2,"A","-",22106,,"F","B","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623806",-122.275603153,37.873935005,2010,"0103","0","2","4","03",0,1,"A",,"Y",,,,1800,2,"H","G","A","DELAWARE ST","GRANT ST",0,,"Y","2010-12-21",103,"2010-02-16",1500,"87","23","5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","A","0","Y","-","99",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623810",-122.272909719,37.872484587,2010,"0103","0","2","3","17",0,1,"A",,"Y",,,,1500,2,"E","G","A","BERKELEY WY","MARTIN LUTHER KING JR WY",62,"E","N","2010-12-22",103,"2010-02-16",1336,"46",,"5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","D","0","Y","D","22",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623813",-122.26073315,37.864835006,2010,"0103","0","4","4","08",0,1,"A",,,,,,2100,2,"D","C","A","DANA ST","DWIGHT WY",0,,"Y","2011-02-25",103,"2010-02-25",2032,"118","28","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",2,"A","-",22100,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623817",-122.295206096,37.878615168,2010,"0103","0","4","4","03",0,2,"A",,,,,,2100,2,"C","C","A","SAN PABLO AV","CAMELIA ST",26,"S","N","2011-03-09",103,"2010-02-25",1816,"55","19","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.84,"H","-","N","N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623819",-122.262759017,37.864577641,2010,"0103","0","3","3","21",0,1,"B",,,"Y",,,900,2,"E","C","A","DWIGHT WY","ELLSWORTH ST",80,"E","N","2011-01-13",103,"2010-02-24",840,"32","28","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",2,"A","-",22106,,"N","B","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623829",-122.302133157,37.865715003,2010,"0103","0","6","2","03",0,1,"A",,"Y",,,,1800,2,"H","J","A","BOLIVAR DR","ADDISON ST",0,,"Y","2010-12-21",103,"2010-02-27",1544,"29","32","5","6","0","0",,"0","015","-","N",,,0,,,0,,,,"N",1,"A","-",22350,,"N","A","-","-","A","A","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623833",-122.25410315,37.866605007,2010,"0103","0","6","4","09",0,1,"B",,"Y",,,,1200,2,"D","G","A","COLLEGE AV","HASTE ST",0,,"Y","2010-12-21",103,"2010-02-27",958,"99","28","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4623838",-122.269368367,37.879906851,2010,"0103","0","5","4","17",0,1,"B",,"Y",,,,900,2,"B","G","A","SHATTUCK AV","VINE ST",109,"S","N","2010-12-21",103,"2010-02-19",816,"157","17","5","6","0","0",,"0","001","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628324",-122.290163726,37.869408332,2010,"0103","0","5","3","08",0,2,"A",,,,,,300,1,"C","E","A","UNIVERSITY AV","CURTIS ST",167,"W","N","2010-10-19",103,"2010-01-01",40,"136","22","5","6","0","0",,"0","014","-","N",,,0,,,0,,,,"Y",3,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","01",0,2,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628327",-122.290076554,37.862793388,2010,"0103","0","6","3","06",0,1,"A","Y",,,,,1500,1,"G","B","B","RT 123","CHANNING WY",0,,"Y","2011-03-16",103,"2010-01-30",1213,"147","31","5","6","0","0",,"0","014","-","Y","ALA",4,123,"-","-",2.69,"H","-","N","N",2,"A","-",21951,,"N","A","H","-","A","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628328",-122.256404643,37.897984673,2010,"0103","0","6","3","08",0,1,"B",,"Y",,,,1500,1,"A","G","A","WILDCAT CANYON RD","SUNSET LN",2112,"N","N","2010-10-19",103,"2010-01-09",1315,"50","11","5","6","0","0",,"0","001","-","N",,,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","A","0","Y","-","-",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628329",-122.28478588,37.852521041,2010,"0103","0","6","4","03",0,2,"A",,,,,,1200,1,"C","C","A","RT 13","MABEL ST",250,"W","N","2011-03-24",103,"2010-01-16",950,"147","40","5","6","0","0",,"0","013","-","Y","ALA",4,13,"-","-",13.07,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628331",-122.296111703,37.880421673,2010,"0103","0","6","4","03",0,2,"A",,,,,,1800,1,"C","C","A","GILMAN ST","SAN PABLO AV",65,"W","N","2010-10-19",103,"2010-01-30",1503,"55","19","5","6","0","0",,"0","017","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628332",-122.288830447,37.858394705,2010,"0103","0","7","3","03",0,1,"B",,"Y",,,,2100,1,"B","G","A","SAN PABLO AV","CARLTON PL",0,,"Y","2011-03-16",103,"2010-01-10",1903,"29","33","5","6","0","0",,"0","015","-","Y","ALA",4,123,"-","-",2.38,"H","-","S","N",2,"A","-",22350,,"N","B","-","-","C","-","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628334",-122.296399808,37.882469316,2010,"0103","0","6","3","10",0,1,"A","Y",,,,,2100,1,"D","B","B","SAN PABLO AV","HARRISON ST",14,"N","N","2011-03-09",103,"2010-01-23",1826,"55","20","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",4.12,"H","-","N","N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628336",-122.257723593,37.856446281,2010,"0103","0","1","4","09",0,2,"B",,,,,,900,1,"D","C","A","RT 13","COLBY ST",0,,"Y","2011-03-24",103,"2010-01-11",654,"64","23","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.516,"I","5","S","Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628342",-122.245353147,37.858945006,2010,"0103","0","7","4","03",0,1,"A","Y",,,,,2100,1,"G","B","B","CLAREMONT BL","RUSSELL ST",0,,"Y","2010-10-19",103,"2010-01-24",1902,"149","C37","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628343",0,0,2010,"0103","0","7","4","03",0,1,"A",,,"Y",,,1800,1,"F","A","A","THE CIR","DEL NORTE DR",0,,"Y","2011-04-05",103,"2010-01-31",1612,"134","36","5","6","0","0",,"0","012","-","N",,,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628344",-122.268463152,37.872215006,2010,"0103","0","3","2","08",0,1,"A",,"Y",,,,1500,1,"E","G","A","SHATTUCK AV","UNIVERSITY AV",0,,"Y","2010-10-19",103,"2010-01-13",1355,"57","30","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","A","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628346",-122.265290124,37.853953869,2010,"0103","0","1","4","09",0,2,"C",,,,,,1500,1,"D","C","A","ESSEX ST","WHEELER ST",286,"W","N","2010-11-15",103,"2010-01-25",1352,"99","01440","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"Y",2,"A","-",21804,"A","N","B","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628347",-122.264116176,37.858590322,2010,"0103","0","7","2","00",0,1,"A",,"Y",,,"Y",2400,1,"H","G","A","FULTON AV","STUART ST",109,"S","N","2010-10-19",103,"2010-01-31",2200,"43","35","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"N",1,"D","-",0,,"N","A","H","-","C","D","0","Y","-","-",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628348",-122.262184878,37.855849778,2010,"0103","0","3","3","10",0,1,"A","Y",,,,,1800,1,"G","B","B","RT 13","DEAKIN ST",0,,"Y","2011-03-24",103,"2010-01-13",1727,"151","36","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.77,"I","5","S","N",2,"A","-",21950,"A","N","A","H","-","C","-","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628353",-122.287210075,37.853796067,2010,"0103","0","2","3","18",0,1,"C",,,,,,900,1,"C","E","A","RT 123","RUSSELL ST",7,"N","N","2011-01-14",103,"2010-01-19",707,"37","33","5","6","0","0",,"0","016","-","Y","ALA",4,123,"-","-",2.03,"H","-","N","Y",2,"C","-",0,,"N","B","H","-","B","A","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628356",-122.27022432,37.85438722,2010,"0103","0","3","4","03",0,1,"A",,"Y",,,,2100,1,"C","G","A","ADELINE ST","ASHBY AV",0,,"Y","2011-03-24",103,"2010-01-13",1900,"149","C35","5","6","0","0",,"0","010","-","Y","ALA",4,13,"-","-",12.24,"I","5","S","N",2,"A","-",22350,,"M","A","H","-","C","D","0","Y","-","99",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628361",-122.277883151,37.847865003,2010,"0103","0","2","3","09",0,2,"C",,,,,,1800,1,"D","C","A","SACRAMENTO ST","ALCATRAZ AV",0,,"Y","2010-10-19",103,"2010-01-19",1531,"8","40","5","6","0","0",,"0","013","-","N",,,0,,,0,,,,"Y",2,"A","-",21800,"D","N","B","H","-","A","B","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628366",-122.233681222,37.85212134,2010,"0103","0","2","4","09",0,1,"A",,,,,,1500,1,"D","C","A","RT 13","HILLEGASS AV",0,,"Y","2011-04-20",103,"2010-01-26",1356,"107","39","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",9.99,"I","5","S","N",2,"A","-",21803,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628368",-122.294043155,37.867375004,2010,"0103","0","4","4","11",0,1,"A","Y",,,,,1800,1,"B","B","-","ADDISON ST","9TH ST",0,,"Y","2010-10-19",103,"2010-01-14",1643,"57","32","5","6","0","0",,"0","016","-","N",,,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628370",-122.297256078,37.866718814,2010,"0103","0","3","4","08",0,1,"B",,"Y",,,,900,1,"A","G","A","ADDISON ST","6TH ST",20,"E","N","2010-10-19",103,"2010-01-27",731,"64","32","5","6","0","0",,"0","016","-","N",,,0,,,0,,,,"N",2,"A","-",22107,,"N","B","H","-","A","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628372",-122.2959499,37.880656254,2010,"0103","0","4","4","21",0,2,"A",,,,,,1800,1,"C","C","A","SAN PABLO AV","GILMAN ST",55,"N","N","2011-03-09",103,"2010-01-14",1616,"55","19","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.99,"H","-","S","N",2,"A","-",22106,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628373",-122.271897663,37.861596055,2010,"0103","0","2","4","08",0,1,"B",,"Y",,,,2400,1,"-","G","A","MARTIN LUTHER KING JR WY","PARKER ST",15,"N","N","2010-10-19",103,"2010-01-19",2204,"2","34","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",22107,,"N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628377",-122.286758114,37.85203125,2010,"0103","0","3","2","-",0,1,"C","Y",,,,,1200,1,"A","B","B","RT 123","RT 13",6,"S","N","2011-01-14",103,"2010-01-20",932,"37","4015","5","6","0","0",,"0",,"-","Y","ALA",4,123,"-","-",1.9,"H","-","S","N",2,"A","-",0,,"N","B","H","-","A","A","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628379",-122.243883147,37.858075007,2010,"0103","0","3","4","03",0,1,"A",,,,,,1200,1,"C","C","A","TUNNEL RD","DOMINGO AV",0,,"Y","2011-07-12",103,"2010-01-06",1018,"149",,"5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"N",4,"A","-",22350,,"N","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628381",-122.252458934,37.850964451,2010,"0103","0","3","3","17",0,1,"B",,"Y",,,,1200,1,"B","G","A","COLLEGE AV","ALCATRAZ AV",106,"S","N","2010-10-19",103,"2010-01-20",1130,"102","38","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","B","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628382",-122.258881524,37.856293789,2010,"0103","0","4","3","08",0,1,"B",,"Y",,,,1800,1,"B","G","A","ASHBY AV","TELEGRAPH AV",21,"W","N","2011-04-20",103,"2010-01-28",1546,"57","39","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.62,"H","-","N","N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","07",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628387",-122.271993152,37.862465005,2010,"0103","0","4","4","09",0,1,"A",,,,,,1500,1,"D","C","A","MARTIN LUTHER KING JR WY","BLAKE ST",0,,"Y","2011-04-05",103,"2010-01-07",1347,"37","34","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628389",-122.276706218,37.848026399,2010,"0103","0","3","4","08",0,1,"B",,,,,,1200,1,"D","C","A","ALCATRAZ AV","CALIFORNIA ST",250,"W","N","2010-10-19",103,"2010-01-20",1155,"70","40","5","6","0","0",,"0","011","-","N",,,0,,,0,,,,"Y",2,"A","-",22107,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"4628392",-122.277435861,37.85348386,2010,"0103","0","5","4","03",0,2,"A",,,,,,2100,1,"C","C","A","ASHBY AV","CALIFORNIA ST",40,"W","N","2011-03-24",103,"2010-01-15",1800,"33","40","5","6","0","0",,"0","011","-","Y","ALA",4,13,"-","-",12.65,"H","-","S","N",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
