"sch_code","county","pub_priv","district","school","enrollment","complete","start_year"
6033153,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","CORDOVA GARDENS ELEMENTARY",54,49,2015
6033179,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","CORDOVA MEADOWS ELEMENTARY",56,47,2015
6033187,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","CORDOVA VILLA ELEMENTARY",107,96,2015
6118574,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","EMPIRE OAKS ELEMENTARY",70,66,2015
106757,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM CORDOVA K-8 COMMUNITY CHARTER",15,10,2015
6109755,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM HILLS ELEMENTARY",91,89,2015
6115638,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","GOLD RIDGE ELEMENTARY",97,91,2015
6033203,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","MATHER HEIGHTS ELEMENTARY",70,67,2015
6112916,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","NATOMA STATION ELEMENTARY",64,60,2015
111278,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","NAVIGATOR ELEMENTARY",51,45,2015
6107965,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","OAK CHAN ELEMENTARY",55,52,2015
6033211,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","PETER J. SHIELDS ELEMENTARY",71,60,2015
6033229,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA ELEMENTARY",83,76,2015
129676,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RIVERVIEW STEM ELEMENTARY",67,64,2015
113621,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RUSSELL RANCH ELEMENTARY",83,76,2015
100404,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","SANDRA J. GALLARDO ELEMENTARY",68,67,2015
6033252,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","THEODORE JUDAH ELEMENTARY",56,53,2015
6033278,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","WHITE ROCK ELEMENTARY",71,66,2015
6033286,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","WILLIAMSON ELEMENTARY",114,112,2015
107946,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","LAKE CANYON ELEMENTARY",87,83,2015
6114185,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","MARENGO RANCH ELEMENTARY",71,69,2015
6110654,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","RIVER OAKS ELEMENTARY",91,89,2015
6033310,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","VALLEY OAKS ELEMENTARY",69,66,2015
119420,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","VERNON E. GREER ELEMENTARY",86,85,2015
6100432,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","AMERICAN LAKES ELEMENTARY",89,85,2015
6107981,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","BANNON CREEK ELEMENTARY",105,87,2015
116806,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","H. ALLEN HIGHT ELEMENTARY",135,97,2015
111138,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","HERON",94,92,2015
6104731,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","JEFFERSON ELEMENTARY",84,63,2015
126060,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","LEROY GREENE ACADEMY",,,2015
3430659,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","NATOMAS CHARTER",124,93,2015
6117535,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","NATOMAS PARK ELEMENTARY",125,98,2015
6118624,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","TWO RIVERS ELEMENTARY",147,126,2015
108860,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","WESTLAKE CHARTER",110,86,2015
102277,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","WITTER RANCH ELEMENTARY",154,114,2015
6033641,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","BATES ELEMENTARY",17,17,2015
6033716,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","D. H. WHITE ELEMENTARY",55,51,2015
114660,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","DELTA ELEMENTARY CHARTER",56,55,2015
6033666,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","ISLETON ELEMENTARY",24,24,2015
6033708,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","WALNUT GROVE ELEMENTARY",39,38,2015
6033724,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","BELL AVENUE ELEMENTARY",69,64,2015
6112296,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","GLENWOOD ELEMENTARY",95,90,2015
6033732,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","MAIN AVENUE ELEMENTARY",48,38,2015
6033740,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","ROBLA ELEMENTARY",73,66,2015
6033757,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","TAYLOR STREET ELEMENTARY",72,67,2015
6033765,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","A. M. WINN WALDORF-INSPIRED",42,37,2015
6099808,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ABRAHAM LINCOLN ELEMENTARY",58,53,2015
6034078,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ALICE BIRNEY WALDORF-INSPIRED",61,46,2015
102343,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ASPIRE CAPITOL HEIGHTS ACADEMY",47,47,2015
6033799,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","BOWLING GREEN ELEMENTARY",133,131,2015
6033807,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","BRET HARTE ELEMENTARY",32,29,2015
6033815,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CALEB GREENWOOD ELEMENTARY",78,70,2015
111757,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS",44,39,2015
6033823,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CAMELLIA ELEMENTARY",91,89,2015
3430519,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CAPITAL CITY INDEPENDENT STUDY",,,2015
123901,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CAPITOL COLLEGIATE ACADEMY",72,61,2015
6033831,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CAROLINE WENZEL ELEMENTARY",,,2015
6034243,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","CROCKER RIVERSIDE ELEMENTARY",84,83,2015
6033880,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","DAVID LUBIN ELEMENTARY",82,74,2015
6033906,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","EARL WARREN ELEMENTARY",59,56,2015
6033914,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","EDWARD KEMBLE ELEMENTARY",140,116,2015
6033930,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ELDER CREEK ELEMENTARY",108,104,2015
6033948,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ETHEL I. BAKER ELEMENTARY",112,101,2015
6033955,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ETHEL PHILLIPS ELEMENTARY",75,68,2015
6110662,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","FATHER KEITH B. KENNY",73,69,2015
6096168,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","GENEVIEVE DIDION",62,58,2015
6097083,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","GOLDEN EMPIRE ELEMENTARY",74,73,2015
6033997,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","H. W. HARKNESS ELEMENTARY",57,52,2015
6034003,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","HOLLYWOOD PARK ELEMENTARY",52,48,2015
6034011,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","HUBERT H. BANCROFT ELEMENTARY",55,50,2015
6034029,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ISADOR COHEN ELEMENTARY",27,25,2015
6096150,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","JAMES MARSHALL ELEMENTARY",55,54,2015
6034045,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","JOHN BIDWELL ELEMENTARY",43,37,2015
6034052,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","JOHN CABRILLO ELEMENTARY",46,35,2015
6034060,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","JOHN D. SLOAT ELEMENTARY",40,37,2015
6059323,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","JOHN H. STILL",91,81,2015
6034037,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","LEATAATA FLOYD ELEMENTARY",58,48,2015
6059315,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","LEONARDO DA VINCI",91,88,2015
6034136,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","MARK TWAIN ELEMENTARY",47,43,2015
6107239,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","MARTIN LUTHER KING, JR.",45,43,2015
6111389,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","MATSUYAMA ELEMENTARY",86,81,2015
131136,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","NEW JOSEPH BONNHEIM -NJB- COMMUNITY CHARTER",37,33,2015
6034169,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","NICHOLAS ELEMENTARY",99,94,2015
6034177,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","O. W. ERLEWINE ELEMENTARY",34,29,2015
6034185,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","OAK RIDGE ELEMENTARY",86,77,2015
6034193,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","PACIFIC ELEMENTARY",88,73,2015
6034201,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","PARKWAY ELEMENTARY",83,68,2015
6034219,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","PETER BURNETT ELEMENTARY",68,64,2015
6034227,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","PHOEBE A. HEARST ELEMENTARY",84,83,2015
6034235,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","PONY EXPRESS ELEMENTARY",50,43,2015
6059299,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ROSA PARKS ELEMENTARY",57,55,2015
6034250,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SEQUOIA ELEMENTARY",63,55,2015
101295,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SOL AUREUS COLLEGE PREPARATORY",48,47,2015
101048,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","ST. HOPE PUBLIC SCHOOL 7",52,43,2015
6071336,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SUSAN B. ANTHONY ELEMENTARY",61,58,2015
6034276,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SUTTERVILLE ELEMENTARY",79,71,2015
6034284,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","TAHOE ELEMENTARY",39,36,2015
106898,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","THE LANGUAGE ACADEMY OF SACRAMENTO",66,64,2015
6034292,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","THEODORE JUDAH ELEMENTARY",82,78,2015
6034326,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","WILLIAM LAND ELEMENTARY",74,67,2015
6034334,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","WOODBINE ELEMENTARY",30,27,2015
121665,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","YAV PEM SUAB ACADEMY - PREPARING FOR THE FUTURE CHARTER",,,2015
124651,"SACRAMENTO","PUBLIC","SACRAMENTO COUNTY OFFICE OF EDUCATION","FORTUNE",248,243,2015
6034896,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ALBERT SCHWEITZER ELEMENTARY",51,36,2015
6034367,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ARLINGTON HEIGHTS ELEMENTARY",78,70,2015
120469,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ASPIRE ALEXANDER TWILIGHT COLLEGE PREPARATORY ACADEMY",68,68,2015
112169,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CALIFORNIA MONTESSORI PROJECT-SAN JUAN CAMPUS",243,209,2015
6068670,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CAMBRIDGE HEIGHTS ELEMENTARY",50,39,2015
6034383,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CAMERON RANCH ELEMENTARY",78,53,2015
6034391,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL ELEMENTARY",88,78,2015
6105910,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARRIAGE DRIVE ELEMENTARY",84,73,2015
6034839,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CHARLES PECK ELEMENTARY",45,31,2015
6034441,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","COTTAGE ELEMENTARY",77,59,2015
6034466,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","COYLE AVENUE ELEMENTARY",70,54,2015
6034482,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","DEL DAYO ELEMENTARY",99,93,2015
6034490,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","DEL PASO MANOR ELEMENTARY",63,40,2015
6034524,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","DYER-KELLY ELEMENTARY",76,31,2015
6034672,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","EARL LEGETTE ELEMENTARY",85,71,2015
128124,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GATEWAY INTERNATIONAL",69,37,2015
6111363,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GOLD RIVER DISCOVERY CENTER K-8",86,80,2015
114983,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GOLDEN VALLEY CHARTER SCHOOL OF SACRAMENTO",26,19,2015
132399,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GOLDEN VALLEY ORCHARD SCHOOL",22,15,2015
6034573,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GRAND OAKS ELEMENTARY",32,31,2015
6034581,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GREEN OAKS FUNDAMENTAL ELEMENTARY",78,67,2015
6034599,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","GREER ELEMENTARY",79,45,2015
6034516,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","HARRY DEWEY FUNDAMENTAL ELEMENTARY",82,63,2015
6034623,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","HOWE AVENUE ELEMENTARY",153,101,2015
6034458,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","JAMES R. COWAN FUNDAMENTAL ELEMENTARY",53,44,2015
6034656,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","KINGSWOOD ELEMENTARY",63,40,2015
6034680,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","LICHEN K-8",73,69,2015
6034706,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","MARIEMONT ELEMENTARY",107,103,2015
6034714,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","MARIPOSA AVENUE ELEMENTARY",66,62,2015
6034508,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","MARY DETERDING ELEMENTARY",72,60,2015
6034730,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","MISSION AVENUE OPEN ELEMENTARY",78,57,2015
6034755,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","NORTHRIDGE ELEMENTARY",53,37,2015
6034771,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","OAKVIEW COMMUNITY ELEMENTARY",84,74,2015
6034797,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ORANGEVALE OPEN K-8",52,46,2015
6105928,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","OTTOMON WAY ELEMENTARY",68,58,2015
6034813,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","PASADENA AVENUE ELEMENTARY",77,61,2015
6034847,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","PERSHING ELEMENTARY",63,51,2015
6034904,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SIERRA OAKS K-8",68,55,2015
6034912,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SKYCREST ELEMENTARY",93,50,2015
6034920,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","STARR KING K-8",50,33,2015
6034540,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","THOMAS EDISON LANGUAGE INSTITUTE K-8",148,97,2015
6034631,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","THOMAS KELLY ELEMENTARY",81,52,2015
6103816,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","TRAJAN ELEMENTARY",63,48,2015
6034953,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","TWIN LAKES ELEMENTARY",82,68,2015
3430717,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","VISIONS IN EDUCATION",381,250,2015
6034961,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","WHITNEY AVENUE ELEMENTARY",74,43,2015
6097810,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","WOODSIDE K-8",46,45,2015
101766,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","COMMUNITY OUTREACH ACADEMY",161,48,2015
108795,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","CREATIVE CONNECTIONS ARTS ACADEMY",50,44,2015
6033351,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","D. W. BABCOCK ELEMENTARY",64,53,2015
6032932,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","DEL PASO HEIGHTS ELEMENTARY",48,47,2015
6033484,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","DRY CREEK ELEMENTARY",109,94,2015
6032940,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","FAIRBANKS ELEMENTARY",45,43,2015
6112064,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","FOOTHILL OAKS ELEMENTARY",71,66,2015
6033500,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","FREDERICK JOYCE ELEMENTARY",91,81,2015
6033492,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","FRONTIER ELEMENTARY",65,61,2015
6032957,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","GARDEN VALLEY ELEMENTARY",63,62,2015
6033385,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","HAGGINWOOD ELEMENTARY",77,68,2015
6033419,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","HAZEL STRAUCH ELEMENTARY",106,103,2015
108415,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","HERITAGE PEAK CHARTER",62,35,2015
113878,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","HIGHER LEARNING ACADEMY",41,34,2015
6033518,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","HILLSDALE ELEMENTARY",50,47,2015
6033526,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","KOHLER ELEMENTARY",63,61,2015
6033542,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","MADISON ELEMENTARY",96,91,2015
6033427,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","MICHAEL J. CASTORI ELEMENTARY",108,101,2015
6032965,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","MOREY AVENUE EARLY CHILDHOOD DEVELOPMENT",89,89,2015
6033435,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORALTO ELEMENTARY",185,175,2015
6033443,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTHWOOD ELEMENTARY",94,66,2015
6033559,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","OAKDALE ELEMENTARY",66,56,2015
6033575,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","ORCHARD ELEMENTARY",56,47,2015
6120729,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","PATHWAYS COMMUNITY DAY",,,2015
6033583,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","PIONEER ELEMENTARY",105,95,2015
106450,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","REGENCY PARK ELEMENTARY",130,120,2015
6105985,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIDGEPOINT ELEMENTARY",80,72,2015
6033609,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SIERRA VIEW ELEMENTARY",85,78,2015
6033336,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SMYTHE ACADEMY OF ARTS AND SCIENCES",107,103,2015
6033617,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","VILLAGE ELEMENTARY",44,41,2015
6033476,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","WARREN A. ALLISON ELEMENTARY",87,83,2015
6033633,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","WESTSIDE ELEMENTARY",63,54,2015
6033450,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","WOODLAKE ELEMENTARY",90,85,2015
6066682,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","WOODRIDGE ELEMENTARY",112,107,2015
7091481,"SACRAMENTO","PRIVATE","","ABC -APPLIED BEHAVIOR CONSULTANTS- SCHOOL - SACRAMENTO",11,9,2015
7096852,"SACRAMENTO","PRIVATE","","AL-ARQAM ISLAMIC SCHOOL",40,12,2015
6937544,"SACRAMENTO","PRIVATE","","ANTELOPE CHRISTIAN ACADEMY",19,17,2015
7082951,"SACRAMENTO","PRIVATE","","ATKINSON YOUTH SERVICES SCHOOL",,,2015
6206338,"SACRAMENTO","PRIVATE","","BERGAMO MONTESSORI SCHOOL",13,12,2015
7085707,"SACRAMENTO","PRIVATE","","BRADSHAW CHRISTIAN SCHOOL",91,88,2015
6204549,"SACRAMENTO","PRIVATE","","BRIGHTON SCHOOLS",22,22,2015
6976310,"SACRAMENTO","PRIVATE","","BROOKFIELD SCHOOL",22,16,2015
7069230,"SACRAMENTO","PRIVATE","","CAMELLIA WALDORF SCHOOL",32,22,2015
6902019,"SACRAMENTO","PRIVATE","","CAPITAL CHRISTIAN SCHOOL",74,70,2015
131532,"SACRAMENTO","PRIVATE","","CAPITOL ELEMENTARY",,,2015
6976328,"SACRAMENTO","PRIVATE","","CARDEN SCHOOL OF SACRAMENTO",11,10,2015
6143911,"SACRAMENTO","PRIVATE","","CLAIRE'S MONTESSORI INTERNATIONAL ACADEMY",,,2015
6976351,"SACRAMENTO","PRIVATE","","EL RANCHO SCHOOL",16,16,2015
6918981,"SACRAMENTO","PRIVATE","","FAITH CHRISTIAN ACADEMY",19,8,2015
6132971,"SACRAMENTO","PRIVATE","","FIRST BAPTIST CHURCH KINDERGARTEN",33,28,2015
6144232,"SACRAMENTO","PRIVATE","","FOLSOM EDUCATIONAL ACADEMY",15,12,2015
6952865,"SACRAMENTO","PRIVATE","","FREEDOM CHRISTIAN",16,8,2015
6147441,"SACRAMENTO","PRIVATE","","GOMES PRIVATE SCHOOL",,,2015
6138564,"SACRAMENTO","PRIVATE","","GRACE FAMILY CHRISTIAN SCHOOL",12,1,2015
6970156,"SACRAMENTO","PRIVATE","","HOLY FAMILY SCHOOL",13,13,2015
6976393,"SACRAMENTO","PRIVATE","","HOLY SPIRIT PARISH SCHOOL",28,28,2015
7006810,"SACRAMENTO","PRIVATE","","MERRY HILL SCHOOL - MILL CREEK",23,18,2015
6133391,"SACRAMENTO","PRIVATE","","MERRYHILL SCHOOL",44,44,2015
6914246,"SACRAMENTO","PRIVATE","","ODYSSEY LEARNING CENTER, INC.",,,2015
6146146,"SACRAMENTO","PRIVATE","","ORANGEVALE CHRISTIAN ACADEMY",11,1,2015
6976443,"SACRAMENTO","PRIVATE","","ORANGEVALE SEVENTH-DAY ADVENTIST",,,2015
6976450,"SACRAMENTO","PRIVATE","","OUR LADY OF THE ASSUMPTION SCHOOL",36,30,2015
7051394,"SACRAMENTO","PRIVATE","","POINT QUEST EDUCATION, INC.",,,2015
6976492,"SACRAMENTO","PRIVATE","","PRESENTATION OF THE BLESSED VIRGIN MARY SCHOOL",,,2015
6938195,"SACRAMENTO","PRIVATE","","SACRAMENTO ADVENTIST ACADEMY",17,15,2015
6938211,"SACRAMENTO","PRIVATE","","SACRAMENTO COUNTRY DAY SCHOOL",33,30,2015
6938203,"SACRAMENTO","PRIVATE","","SACRAMENTO WALDORF",50,29,2015
6976542,"SACRAMENTO","PRIVATE","","SACRED HEART",30,30,2015
6976625,"SACRAMENTO","PRIVATE","","SAINT MARY SCHOOL",38,37,2015
6904395,"SACRAMENTO","PRIVATE","","SHALOM SCHOOL",19,18,2015
6130025,"SACRAMENTO","PRIVATE","","SIERRA SCHOOL AT EASTERN: LOWER",,,2015
7070709,"SACRAMENTO","PRIVATE","","SKYLINE CHRISTIAN SCHOOL",,,2015
7100647,"SACRAMENTO","PRIVATE","","ST ELIZABETH ANN SETON CATHOLIC SCHOOL",29,28,2015
6976567,"SACRAMENTO","PRIVATE","","ST. CHARLES BORROMEO",18,18,2015
6976575,"SACRAMENTO","PRIVATE","","ST. FRANCIS ELEMENTARY SCHOOL",37,37,2015
6976583,"SACRAMENTO","PRIVATE","","ST. IGNATIUS SCHOOL",64,64,2015
6976435,"SACRAMENTO","PRIVATE","","ST. JOHN NOTRE DAME",31,31,2015
6976591,"SACRAMENTO","PRIVATE","","ST. JOHN THE EVANGELIST",34,33,2015
6976609,"SACRAMENTO","PRIVATE","","ST. JOHN VIANNEY SCHOOL",48,43,2015
6976617,"SACRAMENTO","PRIVATE","","ST. MARK'S LUTHERAN ELEMENTARY",17,10,2015
6976633,"SACRAMENTO","PRIVATE","","ST. MEL",27,27,2015
6133649,"SACRAMENTO","PRIVATE","","ST. MICHAEL'S ACADEMY",,,2015
