"sch_code","county","pub_priv","district","school","enrollment","complete","start_year"
6981914,"SACRAMENTO","PRIVATE","","ST. MICHAEL'S EPISCOPAL DAY SCHOOL",27,27,2015
6976641,"SACRAMENTO","PRIVATE","","ST. PATRICK SUCCEED ACADEMY",33,33,2015
7082423,"SACRAMENTO","PRIVATE","","ST. PETER'S LUTHERAN SCHOOL",22,21,2015
6976658,"SACRAMENTO","PRIVATE","","ST. PHILOMENE",19,18,2015
6976666,"SACRAMENTO","PRIVATE","","ST. ROBERT CATHOLIC SCHOOL",25,22,2015
6146096,"SACRAMENTO","PRIVATE","","STILL WATERS CHRISTIAN SCHOOL",,,2015
6167720,"SACRAMENTO","PRIVATE","","SUMMIT CHRISTIAN SCHOOL",16,12,2015
114082,"SACRAMENTO","PRIVATE","","THE GIVING TREE",,,2015
7086853,"SACRAMENTO","PRIVATE","","THE PHOENIX SCHOOL",80,76,2015
6902035,"SACRAMENTO","PRIVATE","","TRINITY CHRISTIAN SCHOOL",20,13,2015
7072895,"SACRAMENTO","PRIVATE","","VALLEY CHRISTIAN ACADEMY",13,9,2015
6905269,"SACRAMENTO","PRIVATE","","VICTORY CHRISTIAN ELEMENTARY",12,8,2015
6143549,"SACRAMENTO","PRIVATE","","WEST PIONEER ACADEMY",,,2015
6049654,"SAN BENITO","PUBLIC","AROMAS SAN JUAN UNIFIED","AROMAS",49,42,2015
6035117,"SAN BENITO","PUBLIC","AROMAS SAN JUAN UNIFIED","SAN JUAN",36,35,2015
6104509,"SAN BENITO","PUBLIC","HOLLISTER","CALAVERAS ELEMENTARY",82,76,2015
6107338,"SAN BENITO","PUBLIC","HOLLISTER","CERRA VISTA ELEMENTARY",81,81,2015
6114557,"SAN BENITO","PUBLIC","HOLLISTER","GABILAN HILLS",37,37,2015
115428,"SAN BENITO","PUBLIC","HOLLISTER","HOLLISTER DUAL LANGUAGE ACADEMY",97,97,2015
127688,"SAN BENITO","PUBLIC","HOLLISTER","HOLLISTER PREP",60,58,2015
6035026,"SAN BENITO","PUBLIC","HOLLISTER","LADD LANE ELEMENTARY",89,86,2015
6035034,"SAN BENITO","PUBLIC","HOLLISTER","R. O. HARDIN ELEMENTARY",47,47,2015
6035042,"SAN BENITO","PUBLIC","HOLLISTER","SUNNYSLOPE ELEMENTARY",154,152,2015
6095202,"SAN BENITO","PUBLIC","NORTH COUNTY JOINT UNION ELEMENTARY","SPRING GROVE ELEMENTARY",93,87,2015
6035109,"SAN BENITO","PUBLIC","PANOCHE ELEMENTARY","PANOCHE ELEMENTARY",,,2015
3530045,"SAN BENITO","PUBLIC","SAN BENITO COUNTY OFFICE OF EDUCATION","SAN BENITO COUNTY JUVENILE HALL COURT",,,2015
6035133,"SAN BENITO","PUBLIC","SOUTHSIDE ELEMENTARY","SOUTHSIDE ELEMENTARY",28,27,2015
6035141,"SAN BENITO","PUBLIC","TRES PINOS UNION ELEMENTARY","TRES PINOS ELEMENTARY",10,9,2015
6035158,"SAN BENITO","PUBLIC","WILLOW GROVE UNION ELEMENTARY","WILLOW GROVE ELEMENTARY",,,2015
6981930,"SAN BENITO","PRIVATE","","SACRED HEART PARISH SCHOOL",15,14,2015
6035174,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","ADELANTO ELEMENTARY",100,88,2015
6111918,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","DESERT TRAILS PREPARATORY ACADEMY",90,89,2015
6115117,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","DONALD F. BRADACH ELEMENTARY",52,52,2015
6109409,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","EAGLE RANCH",117,109,2015
125880,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","EL MIRAGE",14,13,2015
107425,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","GEORGE VISUAL AND PERFORMING ARTS MAGNET AND MIDDLE",108,107,2015
125898,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","GUS FRANKLIN",110,106,2015
6120604,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","MORGAN KINCAID PREPARATORY SCHOOL OF INTEGRATED STUDIES",136,130,2015
107441,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","THEODORE VICK ELEMENTARY",93,82,2015
109470,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","VICTORIA MAGATHAN ELEMENTARY",125,104,2015
112086,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","WEST CREEK ELEMENTARY",55,47,2015
6106694,"SAN BERNARDINO","PUBLIC","ADELANTO ELEMENTARY","WESTSIDE PARK ELEMENTARY",113,104,2015
6035216,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","ALTA LOMA ELEMENTARY",141,130,2015
6114649,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","BANYAN ELEMENTARY",86,82,2015
6035232,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","CARNELIAN ELEMENTARY",51,51,2015
6101786,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","DEER CANYON ELEMENTARY",81,77,2015
6098503,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","FLOYD M. STORK ELEMENTARY",89,84,2015
6104475,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","HERMOSA ELEMENTARY",109,101,2015
6094940,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","JASPER ELEMENTARY",69,65,2015
6107510,"SAN BERNARDINO","PUBLIC","ALTA LOMA ELEMENTARY","VICTORIA GROVES ELEMENTARY",67,64,2015
3631207,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","ACADEMY FOR ACADEMIC EXCELLENCE",100,90,2015
6037337,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","DESERT KNOLLS ELEMENTARY",106,99,2015
6035240,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","MARIANA ACADEMY",76,68,2015
122945,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","PHOENIX ACADEMY",107,96,2015
6035257,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","RANCHO VERDE ELEMENTARY",104,97,2015
6110605,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","RIO VISTA ELEMENTARY",122,114,2015
6107346,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","SANDIA ELEMENTARY",98,85,2015
110866,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","SITTING BULL ACADEMY",129,123,2015
6112825,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","SYCAMORE ROCKS ELEMENTARY",110,100,2015
108423,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","VANGUARD PREPARATORY",94,91,2015
6035265,"SAN BERNARDINO","PUBLIC","APPLE VALLEY UNIFIED","YUCCA LOMA ELEMENTARY",101,86,2015
6035299,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","CAMERON ELEMENTARY",119,111,2015
6035307,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","CRESTLINE ELEMENTARY",97,90,2015
6035349,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","HENDERSON ELEMENTARY",95,87,2015
6035372,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","LENWOOD ELEMENTARY",94,89,2015
6035380,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","MONTARA ELEMENTARY",125,117,2015
6035414,"SAN BERNARDINO","PUBLIC","BARSTOW UNIFIED","SKYLINE NORTH ELEMENTARY",67,63,2015
6112866,"SAN BERNARDINO","PUBLIC","BEAR VALLEY UNIFIED","BALDWIN LANE ELEMENTARY",71,55,2015
6105936,"SAN BERNARDINO","PUBLIC","BEAR VALLEY UNIFIED","BIG BEAR ELEMENTARY",48,43,2015
6067052,"SAN BERNARDINO","PUBLIC","BEAR VALLEY UNIFIED","NORTH SHORE ELEMENTARY",66,55,2015
6104525,"SAN BERNARDINO","PUBLIC","CENTRAL ELEMENTARY","BEAR GULCH ELEMENTARY",102,100,2015
6035489,"SAN BERNARDINO","PUBLIC","CENTRAL ELEMENTARY","CENTRAL ELEMENTARY",126,123,2015
6106603,"SAN BERNARDINO","PUBLIC","CENTRAL ELEMENTARY","COYOTE CANYON ELEMENTARY",136,133,2015
6099204,"SAN BERNARDINO","PUBLIC","CENTRAL ELEMENTARY","DONA MERCED ELEMENTARY",86,80,2015
6035505,"SAN BERNARDINO","PUBLIC","CENTRAL ELEMENTARY","VALLE VISTA ELEMENTARY",70,69,2015
6098354,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","ALICIA CORTEZ ELEMENTARY",80,80,2015
6098362,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","ANNA A. BORBA FUNDAMENTAL ELEMENTARY",95,92,2015
6108666,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","BUTTERFIELD RANCH ELEMENTARY",66,64,2015
120329,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","CAL AERO PRESERVE ACADEMY",109,107,2015
110726,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","CHAPARRAL ELEMENTARY",135,129,2015
6111710,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","COUNTRY SPRINGS ELEMENTARY",54,52,2015
6098347,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","DICKSON ELEMENTARY",92,85,2015
6035513,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","E. J. MARSHALL ELEMENTARY",53,46,2015
6106629,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","EAGLE CANYON ELEMENTARY",69,69,2015
100578,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","EDWIN RHODES ELEMENTARY",85,84,2015
6106611,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","GERALD F. LITEL ELEMENTARY",83,82,2015
6035554,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","GLENMEADE ELEMENTARY",96,82,2015
6112833,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","HIDDEN TRAILS ELEMENTARY",57,53,2015
6107288,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","HOWARD CATTLE ELEMENTARY",90,79,2015
6101513,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","LEVI H. DICKEY ELEMENTARY",83,83,2015
100594,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","LIBERTY ELEMENTARY",113,105,2015
6102974,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","LYLE S. BRIGGS FUNDAMENTAL",75,74,2015
100586,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","MICHAEL G. WICKMAN ELEMENTARY",93,90,2015
6035570,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","NEWMAN ELEMENTARY",90,86,2015
6107270,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","OAK RIDGE ELEMENTARY",69,69,2015
121590,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","OXFORD PREPARATORY ACADEMY - CHINO VALLEY",140,130,2015
6108195,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","ROLLING RIDGE ELEMENTARY",59,57,2015
6035588,"SAN BERNARDINO","PUBLIC","CHINO VALLEY UNIFIED","WALNUT AVENUE ELEMENTARY",77,74,2015
6035646,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","ABRAHAM LINCOLN ELEMENTARY",122,115,2015
6101034,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","ALICE BIRNEY ELEMENTARY",114,113,2015
6110142,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","COOLEY RANCH ELEMENTARY",110,106,2015
6035604,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","CRESTMORE ELEMENTARY",131,130,2015
6035612,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","GERALD A. SMITH ELEMENTARY",89,86,2015
6035620,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","GRAND TERRACE ELEMENTARY",96,92,2015
6108831,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","JURUPA VISTA ELEMENTARY",72,71,2015
6035653,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","MARY B. LEWIS ELEMENTARY",116,115,2015
6113633,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","MICHAEL D'ARCY ELEMENTARY",90,82,2015
6035679,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","PAUL ROGERS ELEMENTARY",93,91,2015
6107452,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","RECHE CANYON ELEMENTARY",76,71,2015
6035687,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","RUTH GRIMES ELEMENTARY",95,94,2015
6120422,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","SYCAMORE HILLS ELEMENTARY",110,109,2015
6035711,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","TERRACE VIEW ELEMENTARY",96,93,2015
6035638,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","ULYSSES GRANT ELEMENTARY",103,103,2015
6035729,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","WALTER ZIMMERMAN ELEMENTARY",131,128,2015
6035661,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","WILLIAM MCKINLEY ELEMENTARY",112,111,2015
6035745,"SAN BERNARDINO","PUBLIC","COLTON JOINT UNIFIED","WOODROW WILSON ELEMENTARY",127,125,2015
6035752,"SAN BERNARDINO","PUBLIC","CUCAMONGA ELEMENTARY","CUCAMONGA ELEMENTARY",126,106,2015
6035760,"SAN BERNARDINO","PUBLIC","CUCAMONGA ELEMENTARY","LOS AMIGOS ELEMENTARY",98,93,2015
6109185,"SAN BERNARDINO","PUBLIC","CUCAMONGA ELEMENTARY","THE ONTARIO CENTER",142,131,2015
6112114,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","CARLETON P. LIGHTFOOT ELEMENTARY",97,94,2015
6107569,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","CARYN ELEMENTARY",101,98,2015
6117519,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","CECILIA LUCERO SOLORIO ELEMENTARY",149,144,2015
6116263,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","DAVID W. LONG ELEMENTARY",153,143,2015
6112130,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","EAST HERITAGE ELEMENTARY",111,106,2015
102939,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","ETIWANDA COLONY ELEMENTARY",116,112,2015
6119622,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","GRAPELAND ELEMENTARY",132,129,2015
6118467,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","JOHN L. GOLDEN ELEMENTARY",155,147,2015
113688,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","PERDEW ELEMENTARY",151,144,2015
6112122,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","TERRA VISTA ELEMENTARY",141,136,2015
6108005,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","WEST HERITAGE ELEMENTARY",126,121,2015
6106595,"SAN BERNARDINO","PUBLIC","ETIWANDA ELEMENTARY","WINDROWS ELEMENTARY",110,108,2015
100347,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","ALMOND ELEMENTARY",77,77,2015
113944,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","BEECH AVENUE ELEMENTARY",111,109,2015
6110670,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","CANYON CREST ELEMENTARY",67,65,2015
6106702,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","CHAPARRAL ELEMENTARY",74,73,2015
6115984,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","CITRUS ELEMENTARY",118,118,2015
6068761,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","CYPRESS ELEMENTARY",127,126,2015
6114052,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","DATE ELEMENTARY",149,148,2015
102517,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","DOROTHY GRANT ELEMENTARY",104,101,2015
6111173,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","HEMLOCK ELEMENTARY",61,60,2015
6035794,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","JUNIPER ELEMENTARY",140,140,2015
113423,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","KATHY BINKS ELEMENTARY",92,92,2015
6035810,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","LIVE OAK ELEMENTARY",103,103,2015
6106470,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","LOCUST ELEMENTARY",61,60,2015
6110688,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","MANGO ELEMENTARY",121,121,2015
6035828,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","MAPLE ELEMENTARY",108,106,2015
6035836,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","NORTH TAMARIND ELEMENTARY",66,66,2015
6108062,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","OAK PARK ELEMENTARY",79,78,2015
6035844,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","OLEANDER ELEMENTARY",156,156,2015
6035851,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","PALMETTO ELEMENTARY",152,150,2015
6035869,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","POPLAR ELEMENTARY",106,105,2015
6035877,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","RANDALL PEPPER ELEMENTARY",97,97,2015
6035885,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","REDWOOD ELEMENTARY",64,63,2015
6108070,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","SHADOW HILLS ELEMENTARY",69,69,2015
6119986,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","SIERRA LAKES ELEMENTARY",85,82,2015
6035901,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","SOUTH TAMARIND ELEMENTARY",152,150,2015
6120042,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","TED PORTER ELEMENTARY",156,152,2015
6102933,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","TOKAY ELEMENTARY",93,93,2015
6035893,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","VIRGINIA PRIMROSE ELEMENTARY",73,71,2015
6035919,"SAN BERNARDINO","PUBLIC","FONTANA UNIFIED","WEST RANDALL ELEMENTARY",101,101,2015
128439,"SAN BERNARDINO","PUBLIC","HELENDALE ELEMENTARY","EMPIRE SPRINGS CHARTER",85,55,2015
6035935,"SAN BERNARDINO","PUBLIC","HELENDALE ELEMENTARY","HELENDALE ELEMENTARY",95,65,2015
6108120,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","CARMEL ELEMENTARY",90,84,2015
6105498,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","COTTONWOOD ELEMENTARY",119,115,2015
107805,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","CYPRESS SCHOOL OF THE ARTS",116,115,2015
6035968,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","EUCALYPTUS ELEMENTARY",109,103,2015
6108112,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","HOLLYVALE ELEMENTARY",58,52,2015
6035943,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","JOSHUA CIRCLE ELEMENTARY",121,120,2015
6035950,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","JUNIPER ELEMENTARY",105,103,2015
6100937,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","KINGSTON ELEMENTARY",109,103,2015
119107,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","KRYSTAL SCHOOL OF SCIENCE, MATH & TECHNOLOGY",95,92,2015
118059,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","LAVERNE ELEMENTARY PREPARATORY ACADEMY",90,88,2015
6106454,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","LIME STREET ELEMENTARY",138,134,2015
6103337,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","MAPLE ELEMENTARY",124,120,2015
6089643,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","MESA GRANDE ELEMENTARY",87,84,2015
6114680,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","MESQUITE TRAILS ELEMENTARY",129,127,2015
114090,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","MISSION CREST ELEMENTARY",126,123,2015
112441,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","PATHWAYS TO COLLEGE",62,61,2015
6111751,"SAN BERNARDINO","PUBLIC","HESPERIA UNIFIED","TOPAZ PREPARATORY ACADEMY",95,92,2015
6035976,"SAN BERNARDINO","PUBLIC","LUCERNE VALLEY UNIFIED","LUCERNE VALLEY ELEMENTARY",45,38,2015
115089,"SAN BERNARDINO","PUBLIC","LUCERNE VALLEY UNIFIED","SKY MOUNTAIN CHARTER",150,78,2015
6109615,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","CONDOR ELEMENTARY",107,106,2015
6106827,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","FRIENDLY HILLS ELEMENTARY",73,66,2015
124214,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","HOPE ACADEMY CHARTER",171,131,2015
6035984,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","JOSHUA TREE ELEMENTARY",45,40,2015
6109623,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","LANDERS ELEMENTARY",18,18,2015
6035992,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","MORONGO VALLEY ELEMENTARY",27,26,2015
6036008,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","OASIS ELEMENTARY",94,79,2015
6113070,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","ONAGA ELEMENTARY",88,85,2015
6036016,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","PALM VISTA ELEMENTARY",79,77,2015
6036024,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","TWENTYNINE PALMS ELEMENTARY",105,100,2015
6105589,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","YUCCA MESA ELEMENTARY",51,50,2015
6036040,"SAN BERNARDINO","PUBLIC","MORONGO UNIFIED","YUCCA VALLEY ELEMENTARY",110,106,2015
6105449,"SAN BERNARDINO","PUBLIC","MOUNTAIN VIEW ELEMENTARY","CREEK VIEW ELEMENTARY",119,115,2015
6036057,"SAN BERNARDINO","PUBLIC","MOUNTAIN VIEW ELEMENTARY","MOUNTAIN VIEW ELEMENTARY",88,84,2015
6110050,"SAN BERNARDINO","PUBLIC","MOUNTAIN VIEW ELEMENTARY","RANCH VIEW ELEMENTARY",87,81,2015
6036065,"SAN BERNARDINO","PUBLIC","MT. BALDY JOINT ELEMENTARY","MT. BALDY JOINT ELEMENTARY",12,11,2015
6036115,"SAN BERNARDINO","PUBLIC","NEEDLES UNIFIED","VISTA COLORADO ELEMENTARY",77,75,2015
6036123,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","ARROYO ELEMENTARY",66,62,2015
6036131,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","BERLYN ELEMENTARY",105,101,2015
6036149,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","BON VIEW ELEMENTARY",125,125,2015
6036156,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","BUENA VISTA ARTS-INTEGRATED",54,51,2015
6036164,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","CENTRAL LANGUAGE ACADEMY",97,95,2015
6036172,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","CORONA ELEMENTARY",97,93,2015
6036214,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","DEL NORTE ELEMENTARY",86,83,2015
6036222,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","EDISON ELEMENTARY",91,91,2015
6036230,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","EL CAMINO ELEMENTARY",72,72,2015
6036248,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","ELDERBERRY ELEMENTARY",132,131,2015
6036255,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","EUCLID ELEMENTARY",99,99,2015
6036263,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","HAWTHORNE ELEMENTARY",123,121,2015
6036271,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","HOWARD ELEMENTARY",88,84,2015
6036297,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","KINGSLEY ELEMENTARY",116,112,2015
6036305,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","LEHIGH ELEMENTARY",103,102,2015
6096283,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","LINCOLN ELEMENTARY",89,88,2015
6036347,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","MARIPOSA ELEMENTARY",125,105,2015
6036354,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","MISSION ELEMENTARY",95,94,2015
6036362,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","MONTE VISTA ELEMENTARY",94,92,2015
100115,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","MONTERA ELEMENTARY",97,96,2015
6036370,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","MORENO ELEMENTARY",81,76,2015
6036388,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","RAMONA ELEMENTARY",96,89,2015
6036198,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","RICHARD HAYNES ELEMENTARY",120,118,2015
6036412,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","SULTANA ELEMENTARY",142,138,2015
6036446,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","VINEYARD ELEMENTARY",85,85,2015
100107,"SAN BERNARDINO","PUBLIC","ONTARIO-MONTCLAIR","VISTA GRANDE ELEMENTARY",69,67,2015
6036453,"SAN BERNARDINO","PUBLIC","ORO GRANDE ELEMENTARY","ORO GRANDE ELEMENTARY",21,19,2015
113928,"SAN BERNARDINO","PUBLIC","ORO GRANDE ELEMENTARY","RIVERSIDE PREPARATORY",181,164,2015
6108179,"SAN BERNARDINO","PUBLIC","REDLANDS UNIFIED","ARROYO VERDE ELEMENTARY",110,103,2015
6111132,"SAN BERNARDINO","PUBLIC","REDLANDS UNIFIED","BRYN MAWR ELEMENTARY",127,120,2015
6036479,"SAN BERNARDINO","PUBLIC","REDLANDS UNIFIED","CRAFTON ELEMENTARY",143,137,2015
